Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Day,Day_Sort,Month,Month_sort,Age_Group,Quantity_Category,Weekday_flag
0,35,1,3,50,150,6,3,1,8,2,1,0
0,18,2,4,30,120,3,7,3,2,0,0,1
1,31,2,1,500,500,4,4,2,12,1,2,0
0,64,1,4,30,120,1,1,6,6,4,0,0
1,19,2,3,500,1500,4,4,9,11,0,1,0
1,45,1,2,500,1000,2,6,6,6,3,1,1
1,47,0,3,30,90,6,3,2,12,3,1,0
0,55,0,4,30,120,3,7,7,3,4,0,1
0,21,0,1,500,500,2,6,6,6,0,2,1
1,18,1,3,50,150,3,7,11,9,0,1,1
1,25,0,1,500,500,4,4,6,6,1,2,0
0,46,2,3,300,900,0,5,2,12,3,1,0
1,56,0,1,500,500,2,6,5,7,4,2,1
0,20,0,1,50,50,2,6,6,6,0,2,1
1,49,0,2,300,600,6,3,5,7,3,1,0
0,27,2,1,25,25,2,6,2,12,1,2,1
1,27,1,2,25,50,4,4,6,6,1,1,0
0,36,2,4,50,200,6,3,10,10,2,0,0
1,63,1,4,500,2000,5,2,7,3,4,0,0
0,51,1,2,30,60,3,7,0,4,3,1,1
0,50,0,2,50,100,0,5,1,8,3,1,0
1,40,1,3,300,900,4,4,2,12,2,1,0
1,45,2,3,300,900,0,5,5,7,3,1,0
0,49,2,3,25,75,6,3,2,12,3,1,0
1,24,1,4,300,1200,0,5,7,3,0,0,0
0,46,0,3,50,150,3,7,9,11,3,1,1
1,25,0,1,300,300,4,4,10,10,1,2,0
0,18,2,1,50,50,3,7,6,6,0,2,1
0,20,0,3,30,90,4,4,5,7,0,1,0
0,41,1,1,25,25,3,7,10,10,2,2,1
0,40,1,4,300,1200,3,7,4,1,2,0,1
0,25,2,1,50,50,1,1,6,6,1,2,0
0,64,1,4,500,2000,2,6,8,5,4,0,1
1,54,2,2,25,50,5,2,0,4,3,1,0
1,20,1,2,30,60,6,3,1,8,0,1,0
1,50,2,2,50,100,5,2,10,10,3,1,0
0,45,0,2,30,60,5,2,9,11,3,1,0
0,64,1,1,30,30,2,6,2,12,4,2,1
0,25,1,3,300,900,6,3,6,6,1,1,0
0,51,2,1,300,300,3,7,1,8,3,2,1
1,52,2,4,50,200,5,2,1,8,3,0,0
1,49,1,1,500,500,5,2,1,8,3,2,0
0,41,2,1,50,50,5,2,2,12,2,2,0
1,31,1,4,500,2000,4,4,0,4,1,0,0
1,49,0,2,30,60,5,2,11,9,3,1,0
0,63,2,2,25,50,4,4,1,8,4,1,0
1,60,1,2,50,100,5,2,7,3,4,1,0
0,33,0,3,50,150,1,1,2,12,1,1,0
1,21,0,4,500,2000,1,1,3,2,0,0,0
0,54,1,4,30,120,0,5,8,5,3,0,0
0,38,2,1,30,30,4,4,11,9,2,2,0
0,31,1,3,500,1500,6,3,2,12,1,1,0
0,48,0,2,30,60,5,2,9,11,3,1,0
1,35,1,3,300,900,5,2,9,11,2,1,0
0,24,2,4,25,100,6,3,6,6,0,0,0
0,27,0,4,50,200,0,5,3,2,1,0,0
0,24,1,1,25,25,1,1,8,5,0,2,0
1,50,2,1,50,50,1,1,2,12,3,2,0
0,40,0,4,300,1200,4,4,6,6,2,0,0
1,38,2,2,30,60,6,3,0,4,2,1,0
0,36,0,2,500,1000,6,3,0,4,2,1,0
1,36,1,3,300,900,0,5,7,3,2,1,0
1,53,2,4,25,100,0,5,4,1,3,0,0
0,46,0,4,500,2000,5,2,4,1,3,0,0
1,35,2,2,30,60,2,6,8,5,2,1,1
0,19,2,2,300,600,0,5,11,9,0,1,0
0,18,1,4,500,2000,4,4,9,11,0,0,0
0,64,2,1,300,300,5,2,3,2,4,2,0
1,22,0,4,300,1200,5,2,1,8,0,0,0
1,37,0,4,30,120,5,2,1,8,2,0,0
0,28,0,2,50,100,3,7,9,11,1,1,1
0,59,0,2,500,1000,3,7,10,10,4,1,1
1,19,1,1,30,30,1,1,0,4,0,2,0
0,20,2,1,300,300,2,6,2,12,0,2,1
0,40,1,3,30,90,3,7,5,7,2,1,1
0,29,2,4,50,200,1,1,11,9,1,0,0
1,37,2,2,500,1000,1,1,5,7,2,1,0
1,22,2,1,50,50,0,5,8,5,0,2,0
1,54,1,3,25,75,0,5,7,3,3,1,0
0,55,2,3,500,1500,2,6,2,12,4,1,1
0,47,1,2,50,100,5,2,2,12,3,1,0
0,26,0,2,300,600,5,2,4,1,1,1,0
1,51,0,3,500,1500,0,5,3,2,3,1,0
0,61,2,1,500,500,3,7,1,8,4,2,1
0,52,1,3,30,90,3,7,0,4,3,1,1
0,39,0,4,300,1200,2,6,0,4,2,0,1
0,61,1,4,25,100,2,6,2,12,4,0,1
1,41,1,2,50,100,2,6,11,9,2,1,1
1,34,2,1,30,30,2,6,1,8,1,2,1
0,27,0,1,50,50,4,4,4,1,1,2,0
1,47,2,4,25,100,0,5,10,10,3,0,0
1,63,2,3,25,75,1,1,8,5,4,1,0
0,40,0,2,500,1000,2,6,7,3,2,1,1
0,49,0,3,25,75,5,2,1,8,3,1,0
1,34,1,3,50,150,0,5,7,3,1,1,0
0,34,0,3,300,900,2,6,1,8,1,1,1
1,31,1,1,300,300,0,5,2,12,1,2,0
0,26,1,4,500,2000,0,5,11,9,1,0,0
1,57,1,1,50,50,2,6,10,10,4,2,1
0,19,0,4,50,200,6,3,9,11,0,0,0
1,62,2,2,25,50,1,1,6,6,4,1,0
1,42,1,2,50,100,5,2,1,8,2,1,0
1,56,2,3,30,90,0,5,9,11,4,1,0
0,26,2,4,25,100,2,6,11,9,1,0,1
1,39,0,4,30,120,1,1,1,8,2,0,0
1,60,2,4,500,2000,3,7,10,10,4,0,1
0,63,2,3,300,900,4,4,1,8,4,1,0
0,21,0,3,500,1500,4,4,7,3,0,1,0
1,43,1,2,300,600,0,5,11,9,2,1,0
1,46,2,1,500,500,2,6,1,8,3,2,1
0,62,0,4,50,200,2,6,8,5,4,0,1
0,51,2,4,30,120,3,7,8,5,3,0,1
0,40,2,1,300,300,4,4,9,11,2,2,0
0,54,1,4,25,100,1,1,8,5,3,0,0
0,28,2,3,30,90,3,7,11,9,1,1,1
1,23,0,3,25,75,6,3,11,9,0,1,0
0,35,2,4,30,120,0,5,9,11,2,0,0
1,38,1,3,30,90,6,3,8,5,2,1,0
1,59,1,3,500,1500,3,7,8,5,4,1,1
1,53,0,4,300,1200,1,1,1,8,3,0,0
0,58,1,2,300,600,4,4,3,2,4,1,0
1,55,2,1,30,30,1,1,4,1,4,2,0
1,51,1,3,50,150,2,6,8,5,3,1,1
0,34,0,2,50,100,1,1,8,5,1,1,0
1,54,1,3,25,75,2,6,8,5,3,1,1
1,42,1,3,25,75,6,3,6,6,2,1,0
0,55,1,1,500,500,5,2,6,6,4,2,0
1,29,0,3,30,90,6,3,10,10,1,1,0
1,40,1,1,25,25,2,6,3,2,2,2,1
1,59,1,1,25,25,3,7,7,3,4,2,1
0,39,2,1,30,30,3,7,7,3,2,2,1
0,38,0,2,500,1000,2,6,0,4,2,1,1
0,44,1,4,25,100,3,7,5,7,2,0,1
1,48,0,2,500,1000,0,5,2,12,3,1,0
1,23,1,4,300,1200,1,1,7,3,0,0,0
0,44,1,4,500,2000,4,4,2,12,2,0,0
1,57,1,1,50,50,4,4,0,4,4,2,0
1,51,2,3,50,150,4,4,3,2,3,1,0
0,29,2,1,500,500,5,2,1,8,1,2,0
0,62,2,3,50,150,0,5,5,7,4,1,0
1,24,0,4,300,1200,1,1,6,6,0,0,0
1,27,0,1,30,30,4,4,10,10,1,2,0
1,62,2,3,50,150,3,7,1,8,4,1,1
0,34,0,2,50,100,5,2,1,8,1,1,0
0,43,1,3,500,1500,6,3,3,2,2,1,0
0,38,1,1,300,300,3,7,0,4,2,2,1
0,45,1,2,30,60,0,5,1,8,3,1,0
1,63,2,3,500,1500,6,3,5,7,4,1,0
0,19,0,3,500,1500,0,5,10,10,0,1,0
0,60,2,3,300,900,2,6,2,12,4,1,1
0,18,0,3,30,90,6,3,4,1,0,1,0
0,53,1,3,300,900,3,7,10,10,3,1,1
0,43,2,2,30,60,0,5,5,7,2,1,0
1,46,0,4,300,1200,2,6,11,9,3,0,1
1,38,0,2,500,1000,6,3,4,1,2,1,0
0,28,1,2,500,1000,0,5,6,6,1,1,0
1,57,2,2,25,50,0,5,6,6,4,1,0
0,28,2,4,50,200,6,3,5,7,1,0,0
0,53,2,1,300,300,4,4,1,8,3,2,0
1,56,1,4,25,100,5,2,10,10,4,0,0
1,57,2,2,50,100,2,6,10,10,4,1,1
0,52,1,3,300,900,3,7,9,11,3,1,1
0,51,1,3,30,90,3,7,0,4,3,1,1
0,64,1,2,50,100,4,4,11,9,4,1,0
1,41,0,3,500,1500,3,7,0,4,2,1,1
0,39,2,2,25,50,2,6,8,5,2,1,1
0,22,2,3,50,150,2,6,1,8,0,1,1
0,50,1,4,50,200,6,3,11,9,3,0,0
1,53,1,1,500,500,3,7,4,1,3,2,1
0,64,2,1,300,300,6,3,5,7,4,2,0
0,37,1,4,30,120,4,4,6,6,2,0,0
1,36,2,4,500,2000,2,6,2,12,2,0,1
0,52,0,2,30,60,4,4,2,12,3,1,0
0,60,1,2,300,600,4,4,5,7,4,1,0
1,34,2,2,50,100,3,7,7,3,1,1,1
0,62,1,3,30,90,1,1,1,8,4,1,0
1,60,2,2,25,50,5,2,7,3,4,1,0
1,51,2,4,25,100,6,3,9,11,3,0,0
0,26,1,1,500,500,3,7,10,10,1,2,1
0,43,0,3,300,900,2,6,4,1,2,1,1
0,19,2,2,500,1000,0,5,5,7,0,1,0
0,26,2,3,500,1500,5,2,10,10,1,1,0
1,26,2,3,500,1500,1,1,10,10,1,1,0
0,57,0,2,25,50,6,3,2,12,4,1,0
1,34,0,3,25,75,2,6,4,1,1,1,1
0,18,1,1,500,500,3,7,3,2,0,2,1
0,42,0,4,25,100,3,7,9,11,2,0,1
0,60,1,4,300,1200,5,2,1,8,4,0,0
1,57,1,1,500,500,2,6,7,3,4,2,1
0,59,0,3,25,75,0,5,1,8,4,1,0
0,42,1,2,30,60,5,2,0,4,2,1,0
0,56,0,3,500,1500,4,4,4,1,4,1,0
0,52,1,1,500,500,3,7,8,5,3,2,1
1,20,0,3,300,900,0,5,5,7,0,1,0
0,54,0,4,50,200,2,6,6,6,3,0,1
1,61,1,3,50,150,6,3,0,4,4,1,0
1,61,2,1,300,300,1,1,1,8,4,2,0
1,47,1,4,300,1200,2,6,6,6,3,0,1
1,55,0,3,300,900,4,4,6,6,4,1,0
1,51,2,3,50,150,0,5,5,7,3,1,0
1,29,1,4,300,1200,5,2,8,5,1,0,0
0,36,1,2,25,50,0,5,1,8,2,1,0
1,54,1,4,500,2000,6,3,8,5,3,0,0
1,61,2,2,500,1000,2,6,3,2,4,1,1
1,34,0,1,30,30,5,2,1,8,1,2,0
0,27,1,1,30,30,5,2,4,1,1,2,0
0,64,1,4,500,2000,6,3,10,10,4,0,0
1,29,1,4,25,100,0,5,4,1,1,0,0
0,33,1,1,50,50,4,4,6,6,1,2,0
1,41,1,2,50,100,5,2,0,4,2,1,0
1,36,0,1,25,25,6,3,9,11,2,2,0
0,25,0,4,50,200,3,7,3,2,1,0,1
1,48,1,1,300,300,4,4,9,11,3,2,0
0,38,2,4,500,2000,2,6,4,1,2,0,1
0,34,0,4,500,2000,1,1,4,1,1,0,0
1,40,2,1,25,25,3,7,8,5,2,2,1
1,54,0,2,50,100,4,4,0,4,3,1,0
0,33,1,3,30,90,6,3,4,1,1,1,0
1,23,0,1,30,30,6,3,9,11,0,2,0
1,25,1,3,50,150,1,1,7,3,1,1,0
1,42,0,1,30,30,6,3,8,5,2,2,0
0,35,1,3,25,75,1,1,7,3,2,1,0
0,42,1,2,25,50,4,4,1,8,2,1,0
1,29,1,2,50,100,2,6,2,12,1,1,1
0,32,1,1,30,30,5,2,3,2,1,2,0
0,43,2,4,25,100,1,1,10,10,2,0,0
0,58,1,3,25,75,2,6,0,4,4,1,1
0,62,2,4,300,1200,3,7,1,8,4,0,1
0,43,2,4,300,1200,1,1,2,12,2,0,0
1,64,1,4,25,100,0,5,8,5,4,0,0
1,49,2,2,50,100,2,6,5,7,3,1,1
1,27,0,1,500,500,1,1,7,3,1,2,0
0,33,1,1,500,500,5,2,9,11,1,2,0
0,24,2,2,25,50,5,2,9,11,0,1,0
1,34,1,2,25,50,5,2,3,2,1,1,0
0,40,1,1,25,25,2,6,7,3,2,2,1
1,43,1,4,50,200,0,5,6,6,2,0,0
1,38,2,3,300,900,2,6,3,2,2,1,1
1,39,0,3,25,75,5,2,10,10,2,1,0
0,24,0,3,25,75,2,6,4,1,0,1,1
0,31,2,4,30,120,0,5,6,6,1,0,0
1,32,1,1,50,50,3,7,10,10,1,2,1
1,24,2,2,25,50,6,3,2,12,0,1,0
1,26,2,1,30,30,6,3,5,7,1,2,0
1,25,2,4,500,2000,3,7,5,7,1,0,1
0,40,1,2,25,50,6,3,0,4,2,1,0
0,46,2,4,25,100,6,3,3,2,3,0,0
1,35,1,3,30,90,5,2,10,10,2,1,0
1,48,2,3,50,150,6,3,2,12,3,1,0
0,47,0,4,25,100,2,6,9,11,3,0,1
0,56,2,2,500,1000,0,5,8,5,4,1,0
1,52,2,2,25,50,6,3,3,2,3,1,0
1,35,0,1,500,500,2,6,2,12,2,2,1
1,59,1,3,300,900,3,7,6,6,4,1,1
0,56,1,1,300,300,3,7,2,12,4,2,1
0,34,2,1,500,500,2,6,9,11,1,2,1
0,31,0,4,50,200,0,5,7,3,1,0,0
1,48,1,4,25,100,5,2,10,10,3,0,0
1,41,2,1,25,25,3,7,4,1,2,2,1
0,52,0,3,300,900,5,2,6,6,3,1,0
0,61,1,4,500,2000,2,6,11,9,4,0,1
1,62,1,1,25,25,5,2,1,8,4,2,0
0,51,0,1,25,25,5,2,2,12,3,2,0
0,20,0,1,50,50,3,7,5,7,0,2,1
1,54,0,1,30,30,3,7,3,2,3,2,1
0,60,0,1,300,300,3,7,11,9,4,2,1
1,57,2,1,300,300,5,2,9,11,4,2,0
1,43,0,4,30,120,2,6,6,6,2,0,1
1,40,1,3,25,75,2,6,4,1,2,1,1
1,61,1,1,50,50,0,5,1,8,4,2,0
1,56,2,2,50,100,0,5,11,9,4,1,0
1,32,1,4,300,1200,0,5,3,2,1,0,0
1,21,1,4,50,200,4,4,1,8,0,0,0
0,46,0,1,30,30,6,3,5,7,3,2,0
1,39,1,4,25,100,6,3,9,11,2,0,0
1,42,2,1,30,30,4,4,1,8,2,2,0
0,30,0,3,500,1500,0,5,2,12,1,1,0
0,35,0,3,300,900,1,1,7,3,2,1,0
0,50,2,4,50,200,0,5,1,8,3,0,0
1,33,0,4,500,2000,2,6,0,4,1,0,1
0,62,0,2,50,100,1,1,11,9,4,1,0
1,59,2,4,25,100,4,4,9,11,4,0,0
1,61,0,2,25,50,0,5,8,5,4,1,0
1,19,2,3,25,75,3,7,9,11,0,1,1
1,52,2,3,50,150,5,2,10,10,3,1,0
0,59,1,1,500,500,5,2,11,9,4,2,0
0,51,1,3,25,75,3,7,1,8,3,1,1
1,47,0,2,500,1000,2,6,1,8,3,1,1
1,30,0,4,50,200,5,2,10,10,1,0,0
1,30,2,1,500,500,4,4,8,5,1,2,0
0,35,0,2,50,100,4,4,6,6,2,1,0
1,49,2,4,50,200,2,6,8,5,3,0,1
1,49,2,1,300,300,5,2,3,2,3,2,0
0,52,0,3,50,150,5,2,8,5,3,1,0
0,56,2,2,50,100,2,6,1,8,4,1,1
1,63,1,4,30,120,0,5,8,5,4,0,0
0,46,0,1,25,25,2,6,1,8,3,2,1
0,46,1,1,300,300,4,4,10,10,3,2,0
1,61,0,3,300,900,4,4,9,11,4,1,0
0,33,2,4,300,1200,2,6,2,12,1,0,1
1,61,0,3,30,90,0,5,5,7,4,1,0
0,64,1,3,50,150,4,4,6,6,4,1,0
1,27,2,4,25,100,3,7,4,1,1,0,1
1,47,0,4,500,2000,1,1,11,9,3,0,0
1,42,0,4,50,200,0,5,6,6,2,0,0
0,56,0,2,30,60,5,2,0,4,4,1,0
1,37,1,4,50,200,4,4,11,9,2,0,0
0,22,1,1,50,50,6,3,0,4,0,2,0
1,18,0,3,30,90,2,6,5,7,0,1,1
1,47,2,2,300,600,2,6,8,5,3,1,1
0,20,2,4,300,1200,2,6,6,6,0,0,1
1,62,1,2,25,50,6,3,8,5,4,1,0
1,31,2,4,25,100,4,4,9,11,1,0,0
0,47,1,2,300,600,5,2,2,12,3,1,0
1,21,0,3,500,1500,1,1,8,5,0,1,0
1,35,1,3,50,150,4,4,10,10,2,1,0
1,54,1,1,500,500,0,5,4,1,3,2,0
1,42,0,1,50,50,0,5,11,9,2,2,0
0,18,2,4,300,1200,2,6,0,4,0,0,1
0,63,1,3,25,75,1,1,3,2,4,1,0
1,32,1,2,25,50,4,4,8,5,1,1,0
0,26,0,2,500,1000,0,5,5,7,1,1,0
1,32,2,2,25,50,0,5,11,9,1,1,0
0,41,1,1,300,300,4,4,10,10,2,2,0
1,21,0,2,500,1000,4,4,8,5,0,1,0
1,29,1,1,50,50,6,3,2,12,1,2,0
1,54,0,1,25,25,0,5,11,9,3,2,0
1,54,2,4,30,120,1,1,9,11,3,0,0
1,60,2,2,25,50,3,7,2,12,4,1,1
1,23,2,2,50,100,2,6,11,9,0,1,1
0,56,2,3,500,1500,0,5,1,8,4,1,0
1,63,1,4,50,200,1,1,4,1,4,0,0
0,41,1,3,30,90,0,5,3,2,2,1,0
1,28,2,4,300,1200,6,3,8,5,1,0,0
0,30,2,2,25,50,1,1,0,4,1,1,0
0,51,2,1,500,500,4,4,5,7,3,2,0
0,42,1,1,300,300,4,4,2,12,2,2,0
1,24,2,1,50,50,0,5,8,5,0,2,0
1,21,2,1,500,500,5,2,6,6,0,2,0
0,25,2,1,300,300,6,3,2,12,1,2,0
1,37,0,3,500,1500,6,3,10,10,2,1,0
0,46,2,4,30,120,2,6,5,7,3,0,1
1,62,0,2,30,60,4,4,1,8,4,1,0
0,63,0,3,25,75,6,3,10,10,4,1,0
0,27,2,4,25,100,0,5,11,9,1,0,0
1,60,0,1,30,30,1,1,6,6,4,2,0
0,51,2,4,500,2000,3,7,1,8,3,0,1
1,43,1,4,30,120,1,1,10,10,2,0,0
0,58,1,1,25,25,1,1,6,6,4,2,0
0,20,1,1,30,30,0,5,6,6,0,2,0
1,23,1,1,30,30,5,2,2,12,0,2,0
1,22,0,2,500,1000,1,1,1,8,0,1,0
1,22,2,1,300,300,0,5,8,5,0,2,0
0,64,2,2,25,50,5,2,6,6,4,1,0
1,40,2,1,500,500,5,2,8,5,2,2,0
0,26,1,2,30,60,2,6,0,4,1,1,1
0,52,1,4,30,120,0,5,7,3,3,0,0
1,37,2,3,300,900,3,7,0,4,2,1,1
1,59,1,4,25,100,3,7,6,6,4,0,1
0,52,2,4,25,100,0,5,7,3,3,0,0
0,35,2,1,50,50,1,1,10,10,2,2,0
1,34,2,2,25,50,6,3,2,12,1,1,0
1,41,2,3,300,900,6,3,0,4,2,1,0
1,20,2,1,50,50,3,7,0,4,0,2,1
1,49,2,1,50,50,0,5,0,4,3,2,0
1,52,2,1,30,30,5,2,11,9,3,2,0
0,55,1,4,30,120,1,1,8,5,4,0,0
0,30,2,2,25,50,3,7,10,10,1,1,1
0,64,2,2,50,100,5,2,11,9,4,1,0
0,42,1,3,30,90,4,4,9,11,2,1,0
1,26,1,2,300,600,4,4,8,5,1,1,0
1,21,1,2,30,60,5,2,3,2,0,1,0
1,31,2,1,30,30,1,1,0,4,1,2,0
0,54,0,1,50,50,4,4,6,6,3,2,0
0,51,0,4,50,200,4,4,0,4,3,0,0
1,28,1,1,500,500,5,2,5,7,1,2,0
1,58,0,1,300,300,3,7,0,4,4,2,1
0,20,1,1,50,50,3,7,6,6,0,2,1
0,45,2,1,25,25,3,7,4,1,3,2,1
1,46,0,4,300,1200,0,5,2,12,3,0,0
1,26,2,1,300,300,3,7,10,10,1,2,1
0,20,0,3,50,150,1,1,7,3,0,1,0
1,42,2,3,300,900,3,7,8,5,2,1,1
1,51,0,3,50,150,5,2,4,1,3,1,0
1,29,2,3,30,90,2,6,4,1,1,1,1
0,59,2,1,500,500,6,3,10,10,4,2,0
0,26,0,3,30,90,5,2,8,5,1,1,0
0,32,2,1,50,50,3,7,2,12,1,2,1
0,57,2,4,50,200,1,1,7,3,4,0,0
0,42,2,3,30,90,4,4,9,11,2,1,0
0,22,0,2,25,50,2,6,11,9,0,1,1
0,28,0,3,25,75,6,3,3,2,1,1,0
1,51,2,3,25,75,2,6,4,1,3,1,1
1,41,2,1,50,50,2,6,10,10,2,2,1
1,32,0,3,300,900,0,5,8,5,1,1,0
1,55,0,2,50,100,5,2,1,8,4,1,0
1,25,2,1,300,300,3,7,11,9,1,2,1
1,22,2,1,30,30,1,1,1,8,0,2,0
1,43,2,4,500,2000,2,6,6,6,2,0,1
0,35,1,4,300,1200,6,3,0,4,2,0,0
0,23,0,3,25,75,0,5,4,1,0,1,0
1,54,1,4,50,200,6,3,8,5,3,0,0
1,30,0,4,30,120,2,6,11,9,1,0,1
0,45,0,4,25,100,5,2,3,2,3,0,0
1,22,0,1,30,30,0,5,3,2,0,2,0
1,30,0,1,500,500,5,2,5,7,1,2,0
0,34,0,1,50,50,2,6,11,9,1,2,1
1,57,0,4,50,200,5,2,3,2,4,0,0
0,62,0,1,500,500,1,1,10,10,4,2,0
1,49,1,4,50,200,3,7,9,11,3,0,1
0,46,2,1,300,300,1,1,2,12,3,2,0
0,20,2,1,30,30,2,6,4,1,0,2,1
0,57,1,2,25,50,3,7,7,3,4,1,1
1,51,1,3,500,1500,2,6,7,3,3,1,1
0,57,1,4,300,1200,1,1,10,10,4,0,0
1,44,1,2,25,50,1,1,6,6,2,1,0
1,30,0,1,25,25,1,1,3,2,1,2,0
1,62,2,4,500,2000,1,1,8,5,4,0,0
1,50,0,1,300,300,4,4,7,3,3,2,0
0,23,2,3,25,75,0,5,10,10,0,1,0
0,41,2,2,25,50,6,3,1,8,2,1,0
1,36,1,3,300,900,5,2,9,11,2,1,0
1,33,0,2,50,100,4,4,9,11,1,1,0
0,57,1,1,25,25,1,1,9,11,4,2,0
1,45,0,3,30,90,6,3,0,4,3,1,0
0,50,2,3,300,900,1,1,11,9,3,1,0
1,58,1,1,25,25,0,5,5,7,4,2,0
1,30,1,3,500,1500,2,6,1,8,1,1,1
0,60,2,4,30,120,5,2,1,8,4,0,0
1,62,2,2,25,50,0,5,6,6,4,1,0
0,42,2,2,30,60,3,7,10,10,2,1,1
1,59,1,2,30,60,5,2,1,8,4,1,0
1,53,0,4,50,200,5,2,6,6,3,0,0
1,44,1,2,30,60,4,4,10,10,2,1,0
0,55,0,1,50,50,5,2,9,11,4,2,0
1,24,1,3,300,900,5,2,4,1,0,1,0
1,22,1,4,50,200,4,4,9,11,0,0,0
1,60,2,2,500,1000,1,1,3,2,4,1,0
1,62,0,1,25,25,1,1,0,4,4,2,0
0,48,1,3,300,900,0,5,9,11,3,1,0
0,40,1,3,300,900,6,3,0,4,2,1,0
1,59,2,4,500,2000,5,2,8,5,4,0,0
0,27,2,4,50,200,5,2,2,12,1,0,0
1,49,0,4,25,100,2,6,3,2,3,0,1
1,60,1,1,50,50,6,3,7,3,4,2,0
1,47,0,1,30,30,6,3,8,5,3,2,0
0,56,1,4,50,200,4,4,7,3,4,0,0
0,48,0,2,300,600,5,2,10,10,3,1,0
0,35,2,3,25,75,6,3,3,2,2,1,0
0,53,1,3,50,150,6,3,7,3,3,1,0
0,19,0,1,25,25,1,1,4,1,0,2,0
0,31,2,3,25,75,2,6,5,7,1,1,1
0,30,2,2,30,60,2,6,1,8,1,1,1
0,46,0,3,30,90,5,2,2,12,3,1,0
0,29,1,1,300,300,6,3,9,11,1,2,0
1,56,1,1,500,500,5,2,1,8,4,2,0
0,19,2,2,25,50,5,2,8,5,0,1,0
0,49,1,2,500,1000,5,2,4,1,3,1,0
0,30,1,3,300,900,2,6,0,4,1,1,1
0,63,1,3,25,75,3,7,8,5,4,1,1
0,44,2,1,25,25,4,4,2,12,2,2,0
0,58,0,2,500,1000,4,4,8,5,4,1,0
0,34,1,2,50,100,5,2,2,12,1,1,0
0,57,2,2,30,60,1,1,1,8,4,1,0
0,48,2,3,50,150,1,1,3,2,3,1,0
0,51,0,2,500,1000,1,1,2,12,3,1,0
0,41,1,1,30,30,3,7,0,4,2,2,1
1,62,1,1,50,50,5,2,8,5,4,2,0
1,52,0,3,30,90,0,5,9,11,3,1,0
0,23,0,4,25,100,3,7,10,10,0,0,1
0,36,2,3,50,150,5,2,2,12,2,1,0
1,47,2,4,30,120,6,3,0,4,3,0,0
